Municipality,Bank,Longitude,Latitude
Fuenlabrada,Caixabank,-3.7895868,40.2837159
Almazán,Caja Rural de Soria,-2.5302263,41.4850043
Sevilla,Banco Santander,-5.9729768,37.3767678
Oviedo / Uviéu,Unicaja Banco,-5.8372902,43.362984
Torrelavega,BBVA,-4.0453914,43.3476568
Sobrado dos Monxes,Banco Santander,-8.0234052,43.0404333
Barreda,Banco Santander,-4.0444272,43.3665752
Cudillero / Cuideiru,Banco Santander,-6.1461272,43.5628506
A Coruña,BBVA,-8.401483,43.3472541
A Coruña,Caixabank,-8.4016213,43.3473838
A Coruña,Abanca,-8.395131,43.3516649
A Coruña,BBVA,-8.4043916,43.3670495
Almendralejo,Banco Santander,-6.4088248,38.6826687
Almendralejo,BBVA,-6.4095332,38.6823088
Sierra de Fuentes,Unicaja Banco,-6.274252,39.4382495
Cudillero / Cuideiru,BBVA,-6.1450208,43.5628928
Villasana de Mena,Caixabank,-3.2833085,43.1002757
Toledo,Cajamar,-4.0305741,39.8670536
Toledo,Globalcaja,-4.0302633,39.866969
Cardenete,Unicaja Banco,-1.6875104,39.7660132
Santa Coloma de Gramenet,Caixabank,2.2141897,41.4465201
la Pobla de Segur,BBVA,0.9677429,42.2474559
la Pobla de Segur,Caixabank,0.9662892,42.2489729
la Pobla de Segur,Banco Santander,0.9673481,42.2475626
Almendralejo,Ibercaja,-6.407891,38.683462
Almendralejo,Caixabank,-6.4090948,38.682261
Culleredo,Banco Santander,-8.365717,43.3162092
Alburquerque,Cajalmendrajo,-7.0014205,39.219462
Alburquerque,Caixabank,-7.0026005,39.2197707
Alburquerque,Caja Rural de Extremadura,-7.0016394,39.2196821
Pamplona / Iruña,Caixabank,-1.6351663,42.8061372
Barcelona,Kutxabank,2.2027398,41.3995802
Camuñas,Caja Rural,-3.4578879,39.4283484
Camuñas,Unicaja Banco,-3.458374,39.4283876
Barcelona,BBVA,2.1882482,41.4076944
Barcelona,Banco Santander,2.1897449,41.4112068
Oviedo / Uviéu,Abanca,-5.8483753,43.3603211
Sarrión,Caja Rural,-0.81342,40.1404551
Sarrión,Ibercaja,-0.813589,40.1402419
Badalona,Banco Santander,2.2258001,41.4418556
La Aljorra,Caja Rural,-1.070803,37.6906431
La Aljorra,Caja Murcia,-1.0717583,37.6919851
La Aljorra,Banco Sabadell,-1.069913,37.690406
Almendralejo,Banca Pueyo,-6.4082713,38.6829011
Almendralejo,Banco Santander,-6.4091855,38.6822672
Almendralejo,Caja Rural,-6.4025841,38.6794145
Coslada,Banco Santander,-3.5548442,40.4272385
Sevilla,CajaSur,-5.9861356,37.3562629
Almendralejo,Caja Rural de Extremadura,-6.4092824,38.682929
Pamplona/Iruña,Banco Santander,-1.6454218,42.8293507
Oviedo,Vetusta Inversión Patrimonial EAFI,-5.8471389,43.36135
Cornellà de Llobregat,BBVA,2.0828421,41.3629071
Santander,Unicaja Banco,-3.8525181,43.4574325
Santa Maria del Camí,Caixabank,2.7759149,39.64931
Santa Maria del Camí,BBVA,2.7735336,39.6508304
Villacañas,Caixabank,-3.334053,39.6247153
Villacañas,Banco Santander,-3.3333762,39.6248471
El Arenal,Deutsche Bank,2.7539467,39.5059732
Alaior,BBVA,4.1361858,39.9327114
Alaior,Banco Sabadell,4.1370833,39.9329974
Alaior,Sa Nostra,4.1372369,39.9331347
Alaior,Banco Santander,4.1383324,39.9334724
Alaior,"Colonya, Caixa Pollença",4.1387615,39.9335022
Alaior,Caixabank,4.139598,39.9338202
Meco,Banco Santander,-3.3269476,40.5546717
Llerena,Banco Santander,-6.0147523,38.2382498
Llerena,Banco Santander,-6.0142805,38.2384243
Valladolid,Laboral Kutxa,-4.7226526,41.6615533
Valladolid,Caja Rural,-4.7204039,41.6597984
Valladolid,Eurocaja Rural,-4.7351302,41.6443442
Las Palmas de Gran Canaria,Banco Santander,-15.46782,28.0974054
Valladolid,Unicaja Banco,-4.7231762,41.6621524
Alaior,Banca March,4.1372902,39.9329225
Madrid,Bankinter,-3.6944451,40.4603521
Valladolid,BBVA,-4.7224576,41.6624653
Tembleque,Banco Santander,-3.503536,39.6972979
Sabadell,BBVA,2.1099584,41.5294202
Esplugues de Llobregat,Banco Sabadell,2.0851153,41.3736912
Esplugues de Llobregat,BBVA,2.0838888,41.3721228
Esplugues de Llobregat,Caixabank,2.0866605,41.3773912
Trintxerpe,Kutxabank,-1.932006,43.323164
Coria del Río,Cajasol (La Caixa),-6.0514905,37.2855167
Coria del Río,Caixabank,-6.052835,37.2887854
Trintxerpe,BBVA,-1.930203,43.3231693
Madrid,BBVA,-3.647993,40.4330249
Madrigalejo,Unicaja Banco,-5.6273599,39.1393981
Sevilla,Unicaja Banco,-5.9805337,37.3458196
Madrid,BBVA,-3.6580437,40.4247923
Bilbao,Kutxabank,-2.9348595,43.2567904
Bilbao,BBVA,-2.9338927,43.2575463
La Muela,Banco Santander,-1.1165668,41.5796749
L'Estartit,Banc Sabadell,3.1958199,42.0506365
A Fonsagrada,BBVA,-7.069606,43.125878
Teruel,Ibercaja,-1.4435005,40.407845
Torrejón de Ardoz,Caixabank,-3.4672523,40.4639494
Madrid,Banco Santander,-3.6703819,40.4074004
Milladoiro,Abanca,-8.575655,42.8462695
Milladoiro,Caixabank,-8.5756096,42.8456916
Salamanca,Banco Santander,-5.6629297,40.9662433
Madrid,Caixabank,-3.7064691,40.4164219
Leganés,Novanca,-3.7714636,40.3259468
Leganés,Banco Santander,-3.7714636,40.3247894
Leganés,Ibercaja,-3.7711525,40.3267811
Leganés,Caixabank,-3.7704658,40.3268956
Leganés,Banco Santander,-3.7699455,40.3267156
Madrid,Kutxabank,-3.6948449,40.4590136
Madrid,BBVA,-3.7008184,40.4085446
Arganda del Rey,Banco Santander,-3.4590788,40.3049937
Vega de Pas,Unicaja Banco,-3.7825009,43.1586296
Elche / Elx,Banco Santander,-0.6809265,38.2698197
Madrid,Caixabank,-3.7054665,40.404057
Salamanca,BBVA,-5.6583586,40.9711593
Salamanca,Laboral Kutxa,-5.6639713,40.9679986
Jaén,Caja Rural,-3.7843392,37.7845793
La Roda,Banco Santander,-2.1580033,39.2050883
San Pedro de Alcántara,Deutsche Bank,-4.9892901,36.4828398
San Pedro de Alcántara,Barclays,-4.9893985,36.4843594
Mollerussa,Banco Santander,0.89415,41.6303181
Mollerussa,Caixabank,0.8939084,41.6296411
Elche/Elx,Banco Santander,-0.6955811,38.2645566
Elche/Elx,Caixabank,-0.6955723,38.2664446
Elche/Elx,Banco Sabadell,-0.6962099,38.2661049
Elche/Elx,Banco Santander,-0.695827,38.2662363
Elche/Elx,BBVA,-0.699098,38.2650799
Elche/Elx,Banco Sabadell,-0.6989246,38.2650624
Elche/Elx,Banco Santander,-0.6987575,38.2650992
Elche/Elx,Cajamar,-0.6985051,38.2651576
Cogollos de la Vega,Caja Rural,-3.5726302,37.2752393
Madrid,Caixabank,-3.7067165,40.4200874
Barcelona,BBVA,2.1939651,41.3909874
Donostia / San Sebastián,Rural Kutxa,-1.9756657,43.3222621
Salamanca,BBVA,-5.6550405,40.9754719
Salamanca,Banco Santander,-5.6578967,40.971942
Adra,BBVA,-3.0150334,36.7487676
Madrid,Caixabank,-3.7126041,40.4018267
Madrid,Kutxabank,-3.7121373,40.4020759
Madrid,Banco Sabadell,-3.7119308,40.4021842
San Agustín del Guadalix,BBVA,-3.6146306,40.6791439
Ávila,Cajamar,-4.7034647,40.6508535
Córdoba,Banco Santander,-4.7800791,37.8845845
Córdoba,Deutsche Bank,-4.7829059,37.8847596
Écija,Banco Santander,-5.0796868,37.5406594
Écija,Cajamar,-5.0792768,37.5407913
Écija,Caja Rural,-5.0788452,37.5409329
Écija,Cajasol,-5.078439,37.5399562
Écija,Unicaja Banco,-5.0784816,37.5400248
Écija,CajaSur,-5.0789067,37.5401818
Écija,Caixabank,-5.0792371,37.5407452
Écija,Caja Granada,-5.0818181,37.5406141
Écija,Cajasol,-5.07864,37.5416041
Écija,BBVA,-5.0778612,37.5387112
Écija,Banco Sabadell,-5.0784472,37.5396063
Sartaguda,Caixabank,-2.0576929,42.3833349
Sartaguda,Caja Rural de Navarra,-2.0581369,42.3821729
San Esteban de la Sierra,Banco Santander,-5.9060726,40.5063175
Cartagena,Banco de Murcia,-0.9912435,37.6053007
Cartagena,Cajamar,-0.9898945,37.6043958
Cartagena,Bankinter,-0.9869348,37.6014012
Irun,Laboral Kutxa,-1.7957246,43.3391575
València,Banco Santander,-0.358892,39.4783885
Santander,Unicaja Banco,-3.8255282,43.4607665
Gijón/Xixón,Cajamar,-5.6536576,43.5379363
Gijón/Xixón,Caixabank,-5.6507317,43.5319857
Fuengirola,BBVA,-4.6153837,36.5532375
El Guijo,CajaSur,-4.7829292,38.4952616
Benalmádena,Banco Santander,-4.5314752,36.598035
Irun,Kutxabank,-1.7910602,43.3398434
Santa Eufemia,CajaSur,-4.9030119,38.5951291
Almería,Unicaja Banco,-2.4638041,36.8402763
Almería,CajaSur,-2.4636808,36.8395583
Almería,Banco Santander,-2.4636432,36.8391891
A Fonsagrada,Abanca,-7.0683137,43.1259463
Gijón/Xixón,Bankinter,-5.6658097,43.5397957
Gijón/Xixón,Barclays,-5.6657668,43.5400038
Gijón/Xixón,Banco Santander,-5.6599214,43.5372109
Gijón/Xixón,Unicaja Banco,-5.6573405,43.5398285
Madrid,Banco de España,-3.692572,40.4218088
Madrid,Bankinter,-3.6996476,40.4365454
Madrid,Banco Santander,-3.6996856,40.4366572
Gijón/Xixón,Caixabank,-5.6611904,43.537162
Mijas,Banco Santander,-4.6384223,36.5947594
Madrid,Banco Sabadell,-3.6755818,40.4285435
Medina del Campo,Unicaja Banco,-4.91405,41.3105475
Medina del Campo,Cajamar,-4.9143987,41.3078235
Medina del Campo,Banco Santander,-4.9143638,41.310481
Medina del Campo,Banco Santander,-4.9152723,41.3090607
Medina del Campo,Caixabank,-4.9149217,41.3096288
Medina del Campo,Unicaja Banco,-4.9144604,41.3088994
Medina del Campo,Banco Santander,-4.9148116,41.3094112
Medina del Campo,Bankinter,-4.913763,41.3096328
Medina del Campo,BBVA,-4.9159463,41.3082708
Ocaña,Caixabank,-3.4997266,39.9589857
Madrid,Banco Sabadell,-3.6690668,40.4168739
Carral,Santander,-8.3554411,43.2299007
Carral,Abanca,-8.3556543,43.2282544
Abegondo,Abanca,-8.2884472,43.2274762
Agüimes,Caixabank,-15.445032,27.9042258
Cuenca,Caixabank,-2.1351548,40.0679774
Sant Pol de Mar,BBVA,2.6245968,41.602481
Sant Pol de Mar,Banco Santander,2.6238008,41.6018712
Valdepeñas,Unicaja Banco,-3.386851,38.7618674
Valdepeñas,Banco Santander,-3.3875111,38.7609548
Valdepeñas,Deutsche Bank Correos,-3.3821008,38.7586569
Valdepeñas,BBVA,-3.3875403,38.7618611
Valdepeñas,Bankinter,-3.387629,38.7613152
Valdepeñas,BBVA,-3.3854863,38.7577451
Valdepeñas,Barclays,-3.3877307,38.7606711
Valdepeñas,Caixabank,-3.3877684,38.76051
Valdepeñas,Globalcaja Oficina de Empresas,-3.3884844,38.7585774
Valdepeñas,Banco Santander,-3.3875914,38.7614743
Valdepeñas,Caixabank,-3.3877951,38.7603155
Valdepeñas,Caixabank,-3.3872201,38.7657217
Valdepeñas,Caixabank,-3.3875205,38.7659601
Xanceda,Abanca,-8.2383728,43.0795275
Almendralejo,BBVA,-6.407341,38.6840309
Almendralejo,Caja Almendralejo,-6.4075306,38.6837338
Mataporquera,BBVA,-4.1634418,42.8744638
Cádiz,Cajamar,-6.2781167,36.5079721
Dos Torres,Banco Santander,-4.8955795,38.4456401
Cádiz,Caixabank,-6.2799853,36.5119122
Cádiz,Banco Santander,-6.2799451,36.5118583
Cádiz,Banco Santander,-6.2781407,36.5080592
Ávila,Cajamar,-4.6943061,40.6546922
Santa Ponça,Banco Santander,2.4817881,39.5143916
Santa Ponça,Banco Santander,2.4823443,39.5145273
Santa Ponça,Deutsche Bank,2.4858325,39.5170293
Santa Ponça,Banco Sabadell,2.4842916,39.5162192
Santa Ponça,Caixabank,2.4840207,39.5159337
Santa Ponça,Caixabank,2.4833233,39.5155964
Gines,Caixabank,-6.0768049,37.3868579
Montoro,Banesto,-4.3835844,38.0226104
Sant Julià del Llor i Bonmatí,Caixabank,2.6709435,41.9685565
Sarria,Banco Santander,-7.4153075,42.7815271
Sarria,Banco Sabadell,-7.4114118,42.7789297
Úbeda,Banco Santander,-3.375299,38.013768
La Carlota,CajaSur,-4.9328428,37.6727524
La Carlota,Banco Santander,-4.9329479,37.6726563
Gironella,Caixabank,1.8801755,42.0326485
Tarifa,Cajamar,-5.6060456,36.0159253
Tarifa,Banco Santander,-5.6054353,36.0150349
Tarifa,Caixabank,-5.6049073,36.0144964
Arroyomolinos de León,La Caixa,-6.4221618,38.0243301
Alcalá de Henares,Banco Santander,-3.3629917,40.4964556
Móstoles,Caixabank,-3.8636347,40.3197098
Móstoles,Caixabank,-3.8561225,40.3159834
Móstoles,Caixabank,-3.8561589,40.31601
Asteasu,Kutxabank,-2.0961551,43.1935516
Larva,Caja Rural de Jaén,-3.2026564,37.7599714
Torremolinos,BBVA,-4.509977,36.6070903
Torremolinos,BBVA,-4.499376,36.6250557
Torremolinos,BBVA,-4.4922912,36.6318625
Torremolinos,Banco Santander,-4.4998721,36.622336
Torremolinos,Banco Santander,-4.5027408,36.6269335
Madrid,Banco Santander,-3.7279108,40.385553
Torres de Albanchez,Unicaja Banco,-2.6773303,38.4150448
Torres de Albanchez,Caja Rural de Jaén,-2.6780329,38.4146816
Lupión,Caja Rural de Jaén,-3.5465956,37.9961435
Tudela,BBVA,-1.6033647,42.0622937
Tudela,Caja Rural,-1.6029463,42.0621603
Vigo,Abanca,-8.703131,42.2310983
Santander,Caixabank,-3.8051522,43.4622525
La Felguera,BBVA,-5.6928492,43.309365
Talaván,Unicaja Banco,-6.2813655,39.7177468
Las Rozas de Madrid,Caixabank,-3.8960379,40.552386
Jimena,Caja Rural de Jaén,-3.4767579,37.8410763
Jimena,Caixabank,-3.4760805,37.8412042
Carchelejo,Caja Rural de Jaén,-3.6404037,37.6358649
Chilluévar,Caja Rural de Jaén,-3.0308463,38.0024409
Torres,Caixabank,-3.5084239,37.7850851
Torres,Caja Rural de Jaén,-3.5076983,37.7844796
Bélmez de la Moraleda,Caixabank,-3.3821952,37.7237187
Bélmez de la Moraleda,Caja Rural de Jaén,-3.3828413,37.7240346
Cartagena,Caixabank,-0.977602,37.606803
Cartagena,Ibercaja,-0.9841974,37.6070214
Cartagena,Banco Santander,-0.9881867,37.6068967
Cartagena,Banco de Murcia,-0.9865788,37.6015052
Gata,Unicaja Banco,-6.5969133,40.2375718
Cartagena,Santander,-0.9867873,37.6016638
Cartagena,Banco Santander,-0.9868711,37.6012305
Cartagena,BBVA,-0.9867367,37.6009669
Cartagena,Caixabank,-0.9866352,37.600975
Cartagena,Deutsche Bank,-0.9864571,37.6006057
Cartagena,Banco Sabadell,-0.9863056,37.6000394
Cartagena,Banco Sabadell,-0.9879136,37.6024632
Casas del Castañar,Unicaja Banco,-5.9057072,40.1071858
Huelva,Caixabank,-6.9549609,37.2623162
Conil de la Frontera,Banco Santander,-6.0859127,36.277753
Durango,Caixabank,-2.6326182,43.1700272
Gijón/Xixón,Deutsche Bank,-5.6634448,43.5403779
Arquillos,Caja Rural de Jaén,-3.4304386,38.1821633
Segura de la Sierra,Unicaja Banco,-2.6518331,38.2977758
Madrid,Ibercaja,-3.7151298,40.3964794
Madrid,Bankinter,-3.7866733,40.4451771
Vigo,SabadellGallego,-8.7069564,42.2322103
Vigo,Abanca,-8.7118649,42.2323176
Orcera,Caja Rural de Jaén,-2.661156,38.3178196
Orcera,Unicaja Banco,-2.6610994,38.3175996
Orcera,Caixabank,-2.6623432,38.3174543
Campillo de Arenas,Caixabank,-3.6355845,37.5546464
Campillo de Arenas,Caja Rural de Jaén,-3.6351527,37.5547503
Canena,Caixabank,-3.482678,38.0474158
Canena,Caja Rural de Jaén,-3.4802866,38.0465155
Canena,Unicaja Banco,-3.48172,38.0473431
Puente Viesgo,Unicaja Banco,-3.9668544,43.2985813
Puente de Génave,Unicaja Banco,-2.8036543,38.3557352
Poio,BBVA,-8.6547877,42.4340242
Puente de Génave,Caja Rural de Jaén,-2.8032034,38.3547331
Puente de Génave,Caixabank,-2.8037238,38.3534564
Siles,Caixabank,-2.5832725,38.3880316
Siles,Caja Rural de Jaén,-2.5824694,38.3885275
Arroyo del Ojanco,Caja Rural de Jaén,-2.8960048,38.3204574
San Martín del Tesorillo,Caixabank,-5.3196088,36.3417709
La Puerta de Segura,Caja Rural de Jaén,-2.7373374,38.35053
La Puerta de Segura,Unicaja Banco,-2.7384226,38.3510168
La Puerta de Segura,Caixabank,-2.7372192,38.3489557
València,Caixabank,-0.3709894,39.4814575
Tineo,Caja Rural,-6.4164259,43.3376657
Tineo,BBVA,-6.41594,43.3371331
Huesa,Caixabank,-3.0778594,37.7643965
Sierra de Fuentes,Caixabank,-6.2742385,39.4394929
Brihuega,Caja Rural Castilla-La Mancha,-2.8686849,40.762019
Villanueva de Alcorón,Ibercaja,-2.2514363,40.6790948
Villanueva de Alcorón,Caja de Guadalajara,-2.2509338,40.6792821
Torija,Caja de Guadalajara,-3.0302335,40.7446575
Baños de la Encina,Banco Santander,-3.7744766,38.1708545
Baños de la Encina,Unicaja Banco,-3.7744098,38.1713192
Baños de la Encina,Caja Rural de Jaén,-3.7738773,38.1712845
Bedmar,CajaSur,-3.4127913,37.8220958
Bedmar,Caja Rural de Jaén,-3.4118084,37.8224584
Bedmar,Caixabank,-3.4137341,37.8207584
Aldeire,Caixabank,-3.0724073,37.1614056
Ibros,CajaSur,-3.5023345,38.0217712
Collado Villalba,Ibercaja,-4.0079836,40.6287849
Collado Villalba,Unicaja Banco,-4.0067098,40.629926
Collado Villalba,Caixabank,-4.0075198,40.6292778
Pegalajar,Caixabank,-3.6468343,37.7399364
Pegalajar,Unicaja Banco,-3.64632,37.7398898
Pegalajar,Caja Rural de Jaén,-3.6474688,37.7403699
Begíjar,BBVA,-3.5324258,37.9848549
Pradejón,Caja Rural,-2.0692711,42.3333568
Pradejón,BBVA,-2.0685728,42.3342378
Pradejón,Caixabank,-2.0683334,42.3342661
Pradejón,Ibercaja,-2.0690695,42.3341554
Palma,Caixabank,2.5976545,39.5499096
Villanueva de la Reina,Unicaja Banco,-3.9172124,38.0050616
Villanueva de la Reina,Caja Rural de Jaén,-3.9184586,38.0051817
Villanueva de la Reina,Caixabank,-3.919882,38.0051566
Madrid,Caixabank,-3.699657,40.4184442
Madrid,Caixabank,-3.7064786,40.4921897
Madrid,Banco Sabadell,-3.7064046,40.4925773
Folgoso do Courel,Caixa Rural Galega,-7.197771,42.589691
Jamilena,Caja Rural de Jaén,-3.9122611,37.7474715
Castellar,Caja Rural de Jaén,-3.131343,38.2546637
Castellar,Unicaja Banco,-3.1304565,38.2553362
Rus,Banco Santander,-3.4615654,38.0482339
Rus,Caja Rural de Jaén,-3.4617297,38.0481227
Rus,Unicaja Banco,-3.4622181,38.0484891
Rus,Caixabank,-3.4617031,38.0487647
Rus,Caja Rural de Jaén,-3.4619786,38.045774
Arjonilla,Caixabank,-4.1068287,37.9731821
Arjonilla,Caja Rural de Jaén,-4.1053297,37.9736023
Arjonilla,Unicaja Banco,-4.1051125,37.9735598
Tudela,Banco Santander,-1.6049862,42.061788
Rota,Banco Santander,-6.3656127,36.6227098
Alcorcón,Banco Santander,-3.8244702,40.3492954
Valdepeñas de Jaén,Caixabank,-3.8193523,37.5904214
Valdepeñas de Jaén,CajaSur,-3.819185,37.5904385
Valdepeñas de Jaén,Unicaja Banco,-3.8188608,37.5904958
Madrid,Banco Santander,-3.7183013,40.4273237
Madrid,Banco Santander,-3.7167625,40.4319986
Madrid,Banco Sabadell,-3.7172964,40.4314473
Reus,Caixabank,1.1068501,41.1557314
Madrid,Caixabank,-3.6913327,40.4708633
Madrid,Caixabank,-3.6926793,40.4654261
Madrid,Deutsche Bank,-3.6932292,40.4653217
Martimporra,Unicaja Banco,-5.5659774,43.3312492
Vigo,Abanca,-8.7312085,42.2208366
Villares de la Reina,Caixabank,-5.6495961,41.0063472
Betanzos,Caixabank,-8.2100822,43.2802373
Corduente,Caja de Guadalajara,-1.9782671,40.8424496
Mogarraz,Banco Santander,-6.0524158,40.4923378
Vigo,Banco Santander,-8.7029733,42.2404292
Vigo,Abanca,-8.7032054,42.2400884
Vigo,BBVA,-8.7034131,42.2398538
Vigo,Caixabank,-8.7036569,42.2395897
Vigo,Banco Pastor,-8.7039986,42.239308
Vigo,Caixabank,-8.705878,42.2350147
Barcelona,Caixa d'Enginyers,2.1520431,41.3855097
Villares de la Reina,Banco Santander,-5.6473287,41.0064309
Aldeadávila de la Ribera,Caja Rural de Salamanca,-6.6154295,41.2176419
Aldeadávila de la Ribera,Banco Santander,-6.6168337,41.2180656
Aldeadávila de la Ribera,Unicaja Banco,-6.61874,41.2179849
Arzúa,Abanca,-8.1637846,42.9268919
Alicante,Caixabank,-0.4939906,38.3636842
Cornellà de Llobregat,Bankinter,2.0716678,41.3552985
Alcalá de Henares,Caixabank,-3.3477769,40.4849708
Sabiñánigo,Banco Santander,-0.3644228,42.5182648
Barreda,Unicaja Banco,-4.0443349,43.3669798
Oyón/Oion,Kutxabank,-2.4359784,42.5049273
Oyón/Oion,Laboral Kutxa,-2.4356151,42.5045888
Benavente,Banco Sabadell,-5.6776582,42.0027417
Benavente,Banco Santander,-5.6748294,42.0030047
Cornellà de Llobregat,Caixabank,2.0788708,41.3601295
Madrid,Banco Santander,-3.6865874,40.4686249
Madrid,Banco Sabadell,-3.6865646,40.4685262
Madrid,Caixabank,-3.6860825,40.4698797
Córdoba,Banco Santander,-4.7574995,37.8967839
Córdoba,Caixabank,-4.7566819,37.8967052
Córdoba,Caixabank,-4.7635739,37.8909819
Córdoba,Caixabank,-4.763045,37.8910012
Lora del Río,BBVA,-5.5311323,37.6560979
Madrid,Bankinter,-3.6767626,40.4568838
Sallent de Gállego,Caja Rural,-0.3311272,42.7721963
Benavente,Banco Santander,-5.6801464,42.0020646
Córdoba,Caixabank,-4.7810057,37.888554
Córdoba,Banco Santander,-4.7800755,37.884365
León,Banco Santander,-5.5618219,42.5986941
Alcobendas,Banca March,-3.6319852,40.531226
Alcobendas,Banco Santander,-3.6323181,40.5315093
Alcobendas,Deutsche Bank,-3.6324429,40.5308709
Alcobendas,Bankinter,-3.6339624,40.5316508
Alcobendas,Abanca,-3.642745,40.5292673
Madrid,Banco Sabadell,-3.655614,40.4937229
Madrid,Banco Santander,-3.7138058,40.4302334
Rivero,Unicaja Banco,-4.0499742,43.275
Córdoba,CajaSur,-4.7652355,37.8799364
Madrid,Caja Rural,-3.7045282,40.4350043
Sant Guim de Freixenet,BBVA,1.4180674,41.6549337
Cáceres,Caixabank,-6.3800239,39.4682753
Sabiote,Unicaja Banco,-3.3078739,38.0697692
Sabiote,Caixabank,-3.3086375,38.0694971
Cornellà de Llobregat,BBVA,2.0777418,41.358688
A Coruña,Banco Santander,-8.4194396,43.3579312
Barcelona,BBVA,2.2131585,41.4047494
Madrid,Bankinter,-3.6537786,40.4917305
Torremolinos,Unicaja Banco,-4.5007104,36.6226161
Torremolinos,Caixabank,-4.5002809,36.6225679
Torremolinos,Cajamar,-4.5009415,36.6227763
Torremolinos,Banco Sabadell,-4.4997351,36.621575
Torremolinos,Unicaja Banco,-4.5025212,36.6118734
El Puente de Sardas,Caja Rural de Aragón,-0.3568328,42.5086515
Panticosa,Bantierra,-0.2850312,42.7237484
port de sagunt,Caixabank,-0.2301655,39.6658164
Belvís de la Jara,Banco Santander,-4.949009,39.7575965
Jaén,BBVA,-3.7893517,37.780315
Jaén,Banco Santander,-3.7893349,37.7802171
Jaén,CajaSur,-3.7876839,37.7799931
Jaén,Caixabank,-3.789124,37.7796849
Jaén,Caixabank,-3.7894053,37.7795569
Jaén,CajaSur,-3.7860896,37.7783767
Jaén,Caja Rural de Jaén,-3.7900071,37.7878234
Jaén,Unicaja Banco,-3.7891851,37.7809992
Jaca,Ibercaja,-0.5495394,42.5693166
Aranjuez,Caixabank,-3.6034316,40.033634
Aranjuez,Banco Santander,-3.603676,40.0335996
Aranjuez,Unicaja Banco,-3.6039139,40.0318567
Aranjuez,Banco Sabadell,-3.602657,40.0330575
Cáceres,Ibercaja,-6.3802368,39.4665767
Las Galletas,Cajasiete,-16.6544171,28.0087942
Barcelona,Caixabank,2.1247277,41.4015716
La Jonquera,Caixabank,2.8712289,42.4200039
Gijón/Xixón,Banco Sabadell,-5.6724428,43.5371218
Cáceres,Caja Rural de Extremadura,-6.3813099,39.4563184
Jaca,Banco Santander,-0.5512998,42.5699628
Jaca,Bantierra,-0.5496183,42.5713572
Jaca,Banco Santander,-0.549184,42.571342
Jaca,BBVA,-0.5495467,42.5694279
Motril,Caja Rural,-3.5241753,36.7447566
Dos Hermanas,Ibercaja,-5.9216201,37.2818515
Dos Hermanas,Caixabank,-5.9218078,37.2820064
Dos Hermanas,Banco Santander,-5.9223845,37.2842494
Dos Hermanas,Caixabank,-5.9219353,37.2830102
Dos Hermanas,CajaSur,-5.9220284,37.283152
Dos Hermanas,Caixabank,-5.921648,37.2831943
Sant Esteve d'en Bas,BBVA,2.4572349,42.1181055
Sant Esteve d'en Bas,Caixabank,2.4569878,42.118437
Majadahonda,Unicaja Banco,-3.8719532,40.4701494
Córdoba,BBVA,-4.7634071,37.890814
Córdoba,CajaSur,-4.7634841,37.8908894
Bilbo,Laboral Kutxa,-2.9150306,43.2620615
Ciutadella,Caixabank,3.8396972,40.0024847
Fuentepelayo,Caixabank,-4.1766671,41.2215596
Salamanca,Abanca,-5.6633958,40.9671442
Gijón/Xixón,ING,-5.6637754,43.5394338
Sabiñánigo,BBVA,-0.366693,42.5182873
Getafe,BBVA,-3.73652,40.3044203
Getafe,Caixabank,-3.7367265,40.3045758
Sevilla,CajaSur,-5.9939565,37.3900711
València,ING,-0.3772565,39.4718834
Donostia/San Sebastián,Rural Kutxa,-1.9394389,43.3130204
Torrevieja,Cajamar,-0.6772915,37.977539
Úbeda,Caixabank,-3.3718777,38.0104843
Úbeda,Unicaja Banco,-3.3721613,38.0103524
Móstoles,Caixabank,-3.8742326,40.3174643
Móstoles,Caixabank,-3.8806824,40.3213429
Jaén,Unicaja Banco,-3.7924477,37.7723459
Córdoba,CajaSur,-4.7761113,37.8855785
Logrosán,cajalmendralejo,-5.492505,39.3371573
Lleida,Banco Sabadell,0.6215231,41.6201718
Lleida,Caixabank,0.6201632,41.6196584
Cartagena,Cajamar,-0.997273,37.6248866
Cartagena,Cajamar,-0.9992982,37.6213713
Cabrerizos,Unicaja Banco,-5.6138076,40.9766021
Sabiñánigo,Ibercaja,-0.3677735,42.5183678
Sabiñánigo,Caja Rural,-0.3689815,42.5188351
Combarro,Abanca,-8.7074846,42.4322303
Madrid,Caja de Ingenieros,-3.7029696,40.4289882
Salamanca,Caixabank,-5.663516,40.9719731
Salamanca,Caixabank,-5.6555019,40.9743182
Grau de Gandia,Caixabank,-0.1611055,38.991913
Lleida,Caixabank,0.6284584,41.6170851
Madrid,BBVA,-3.6870916,40.492645
Madrid,Banca March,-3.6886583,40.4634968
Pamplona,Bankinter,-1.6599024,42.8145748
Madrid,Deutsche Bank,-3.7192178,40.4282749
Barcelona,Banco Santander,2.1755352,41.3942312
Lumbier,Caja Rural de Navarra,-1.3058601,42.6528076
Santander,Unicaja Banco,-3.8156689,43.4596964
Madrid,Banco Santander,-3.6914505,40.4629986
Madrid,Caixabank,-3.6915757,40.4609661
Madrid,Laboral Kutxa,-3.6903998,40.4618455
Orihuela,Bankinter,-0.7250584,37.9316932
